ID,Average User Rating,Price,Developer,Age Rating,Languages,Size,Genres,Genre_Action,Genre_Adventure,Genre_Board,Genre_Books,Genre_Business,Genre_Card,Genre_Casino,Genre_Casual,Genre_Education,Genre_Entertainment,Genre_Family,Genre_Finance,Genre_Food&Drink,Genre_Health&Fitness,Genre_Lifestyle,Genre_Magazines&Newspapers,Genre_Medical,Genre_Music,Genre_Navigation,Genre_News,Genre_Photo&Video,Genre_Productivity,Genre_Puzzle,Genre_Racing,Genre_Reference,Genre_RolePlaying,Genre_Shopping,Genre_Simulation,Genre_SocialNetworking,Genre_Sports,Genre_Stickers,Genre_Strategy,Genre_Travel,Genre_Trivia,Genre_Utilities,Genre_Word,Age_12+,Age_17+,Age_4+,Age_9+
298908505,4.0,1.99,Affogato LLC,4+,EN,15.547392,Board,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
299139129,4.0,2.99,Yoshikazu Kakinoki,4+,"EN, JA",3.940352,Board,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
299471086,4.0,7.99,Cocoa Stuff,4+,EN,99.019776,Board,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
299631906,3.0,2.99,"Software River Solutions, Inc",4+,EN,5.731328,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
299813413,4.0,4.99,Sillysoft Games,9+,"DA, NL, EN, FR, DE, IT, NO, NB, PT, ES, SV",93.993984,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
299878026,3.0,0.99,Mutant Piano Software,4+,"NL, EN",14.89408,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
300025550,3.5,0.99,digitalsirup GmbH,4+,"EN, FR, DE, JA",5.044648,Puzzle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300893278,3.0,0.0,digitalsirup GmbH,4+,"EN, DE",2.584622,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
301163765,4.0,4.99,Yoshikazu Kakinoki,4+,"EN, JA",18.432,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
301418753,2.5,0.0,"Ilium Software, Inc.",4+,EN,2.323719,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
301733979,2.5,0.0,Audacity Software Pte. Ltd.,4+,EN,1.112393,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
301746785,3.0,0.99,CUBIC digital,9+,EN,15.541248,Finance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
302312895,3.0,0.99,NTP,4+,EN,16.785408,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
302331458,3.0,0.0,DeadRatGames,9+,EN,25.563136,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
302510211,4.0,2.99,Pomegranate Apps LLC,4+,EN,5.106688,Puzzle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
303188552,3.5,0.0,Affogato LLC,4+,EN,5.421981,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
303337299,4.5,0.99,Glu Games Inc,4+,EN,55.803904,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
303401746,2.5,0.0,MindJolt,4+,EN,7.543757,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
303475501,3.5,0.0,Gamez 4 Touch,4+,EN,16.556848,Puzzle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
303477061,2.5,0.0,Solus Games,4+,EN,6.122222,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
303830590,2.5,0.0,Solus Games,12+,EN,4.528173,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
303954672,3.5,0.99,John Gregorek,4+,EN,3.82464,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
304657926,3.5,2.99,Cerebral Gardens,4+,EN,98.282496,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
304878580,2.5,5.99,ZingMagic Limited,4+,EN,33.982464,Card,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
304932775,3.0,0.99,John Gregorek,4+,EN,3.134464,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305123066,4.0,0.0,Glu Games Inc,4+,EN,58.343424,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
305324342,3.0,3.99,"""Sean O'Connor""",9+,EN,59.016192,Board,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305462255,2.0,2.99,CrazySoft Limited,4+,EN,6.46656,Puzzle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305464559,3.5,2.99,CrazySoft Limited,4+,EN,4.922368,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305620716,3.5,2.99,NUTRACTOR,17+,"EN, JA",20.957184,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
305929056,3.5,0.0,GameHouse,9+,"EN, FR, DE, IT, ES",39.453539,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306165224,2.5,0.0,CUBIC digital,9+,EN,14.125056,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307013525,3.5,0.0,Voxeloid Kft.,4+,EN,4.472832,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
307083604,3.5,0.0,Michael Fuller,9+,EN,84.364288,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
307132353,4.5,2.99,Games Cafe Inc.,4+,"EN, FR, DE, IT, ES",500.501504,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
307219373,3.0,0.0,Michael Fuller,9+,EN,54.787072,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
307538288,3.5,2.99,"Software River Solutions, Inc",4+,EN,8.881152,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307662507,3.5,4.99,"""Sean O'Connor""",9+,EN,107.10528,Board,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308032437,4.5,3.99,"Eiko Bleicher, Skizzix.com",4+,"EN, DE",33.033216,Board,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
308608974,3.0,0.0,Cerebral Gardens,4+,EN,108.253184,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
308834118,2.5,0.0,Savy Soda,4+,"ZH, EN",1.326164,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
309225116,3.0,0.0,"Software River Solutions, Inc",4+,EN,14.717952,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309399343,3.5,0.0,Futrell Software,4+,EN,2.582857,Board,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310251116,4.0,0.99,Ninja Kiwi,4+,EN,5.500291,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
311395856,3.5,0.0,Optime Software LLC,4+,EN,65.303552,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
311395924,4.0,1.99,Optime Software LLC,4+,EN,30.746624,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
311456818,3.5,0.0,SH Limited,9+,"AR, ZH, CS, EN, FR, DE, IT, JA, PL, PT, RU, ES, TR",115.074048,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
311466554,4.5,4.99,"Blitwise Productions, LLC",9+,EN,39.99744,Family,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
311468972,3.0,0.99,Donut Games,4+,EN,10.308608,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
311544087,4.0,0.0,"Blitwise Productions, LLC",9+,EN,43.073536,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
312093430,3.0,0.0,Frank LaRosa,4+,EN,2.004992,Board,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313149078,2.0,0.0,Modular Dreams Inc,4+,EN,2.818386,Casual,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313324870,2.5,0.0,Mahboud Zabetian,4+,EN,6.994639,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
313365393,3.0,0.0,Objective Development,4+,"EN, DE",10.136576,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
313478124,3.5,0.0,TRADEGAME Lab Inc.,4+,EN,8.646161,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
313734044,3.5,0.99,Donut Games,4+,EN,7.703552,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
313835253,2.5,0.0,Dipl.-Ing. Rolf-Dieter Klein,4+,"DA, NL, EN, FI, FR, DE, IT, NO, PT, ES, SV",3.3965,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
314162908,3.0,2.99,CH4 Productions,4+,EN,4.225024,Puzzle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
314464100,3.5,0.99,Dennis Mengelt,4+,EN,259.371008,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
314506629,4.0,2.99,"Smart Go, Inc.",4+,"EN, FR, DE, JA, KO, RU, ZH, ES, ZH",23.805952,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
314907526,3.5,2.99,38 Softworks Inc.,4+,"EN, ZH, ZH",3.684352,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
315733642,4.0,0.0,Games Cafe Inc.,4+,"EN, FR, DE, IT, ES",233.48224,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
316491616,4.0,2.99,Limbic Software,9+,"EN, DE",56.04864,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
316540851,3.5,3.99,PPCLINK Software,4+,EN,23.740416,Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
317154247,3.0,0.0,Elements of Design LLC,4+,EN,6.338617,Puzzle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
317677424,3.0,0.0,"Entertaining Games, Inc.",12+,EN,12.120793,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
